datetime,leads,cpl,roi
2022-10-27 06:00:00,3,34.85,0.281
2022-10-27 07:00:00,2,34.65,0.359
2022-10-27 08:00:00,7,32.72,0.357
2022-10-27 09:00:00,5,35.4,0.319
2022-10-27 10:00:00,3,28.88,0.354
2022-10-27 11:00:00,3,36.69,0.355
2022-10-27 12:00:00,0,34.36,0.338
2022-10-27 13:00:00,5,33.21,0.332
2022-10-27 14:00:00,1,31.26,0.274
2022-10-27 15:00:00,1,32.2,0.288
2022-10-27 16:00:00,2,34.33,0.312
2022-10-27 17:00:00,1,34.41,0.292
2022-10-27 18:00:00,1,34.52,0.314
2022-10-27 19:00:00,0,31.76,0.339
2022-10-27 20:00:00,1,31.39,0.347
2022-10-27 21:00:00,4,33.67,0.371
2022-10-27 22:00:00,4,34.85,0.351
2022-10-27 23:00:00,4,33.35,0.349
2022-10-28 00:00:00,2,36.34,0.37
2022-10-28 01:00:00,2,33.48,0.298
2022-10-28 02:00:00,3,33.44,0.302
2022-10-28 03:00:00,4,34.81,0.325
2022-10-28 04:00:00,6,35.94,0.309
2022-10-28 05:00:00,1,30.84,0.256
2022-10-28 06:00:00,6,31.33,0.373
2022-10-28 07:00:00,4,32.97,0.294
2022-10-28 08:00:00,3,39.94,0.434
2022-10-28 09:00:00,2,33.13,0.352
2022-10-28 10:00:00,0,33.44,0.269
2022-10-28 11:00:00,3,34.95,0.377
2022-10-28 12:00:00,2,35.7,0.346
2022-10-28 13:00:00,0,34.11,0.359
2022-10-28 14:00:00,0,36.13,0.319
2022-10-28 15:00:00,0,31.44,0.298
2022-10-28 16:00:00,3,32.33,0.271
2022-10-28 17:00:00,0,36.21,0.28
2022-10-28 18:00:00,0,33.93,0.276
2022-10-28 19:00:00,0,31.42,0.327
2022-10-28 20:00:00,1,31.32,0.342
2022-10-28 21:00:00,0,32.37,0.267
2022-10-28 22:00:00,2,34.02,0.39
2022-10-28 23:00:00,2,34.98,0.352
2022-10-29 00:00:00,4,33.41,0.466
2022-10-29 01:00:00,7,34.87,0.325
2022-10-29 02:00:00,6,33.25,0.457
2022-10-29 03:00:00,4,36.59,0.382
2022-10-29 04:00:00,3,39.27,0.247
2022-10-29 05:00:00,9,33.41,0.286
2022-10-29 06:00:00,5,35.18,0.361
2022-10-29 07:00:00,5,35.04,0.258
2022-10-29 08:00:00,5,34.54,0.301
2022-10-29 09:00:00,5,35.59,0.266
2022-10-29 10:00:00,4,35.27,0.452
2022-10-29 11:00:00,3,33.39,0.401
2022-10-29 12:00:00,2,36.98,0.329
2022-10-29 13:00:00,3,34.78,0.421
2022-10-29 14:00:00,2,33.62,0.409
2022-10-29 15:00:00,1,39.3,0.411
2022-10-29 16:00:00,2,34.2,0.318
2022-10-29 17:00:00,2,34.96,0.331
2022-10-29 18:00:00,5,34.83,0.291
2022-10-29 19:00:00,0,34.23,0.34
2022-10-29 20:00:00,5,35.41,0.306
2022-10-29 21:00:00,6,32.84,0.293
2022-10-29 22:00:00,1,35.74,0.403
2022-10-29 23:00:00,4,31.05,0.38
2022-10-30 00:00:00,5,31.99,0.302
2022-10-30 01:00:00,4,38.25,0.394
2022-10-30 02:00:00,6,32.11,0.362
2022-10-30 03:00:00,6,30.72,0.331
2022-10-30 04:00:00,10,32.19,0.426
2022-10-30 05:00:00,9,38.15,0.362
2022-10-30 06:00:00,10,31.1,0.436
2022-10-30 07:00:00,9,32.79,0.375
2022-10-30 08:00:00,6,31.8,0.38
2022-10-30 09:00:00,6,34.18,0.293
2022-10-30 10:00:00,7,33.87,0.319
2022-10-30 11:00:00,4,33.79,0.42
2022-10-30 12:00:00,7,38.48,0.405
2022-10-30 13:00:00,5,32.38,0.329
2022-10-30 14:00:00,5,34.59,0.28
2022-10-30 15:00:00,6,35.48,0.43
2022-10-30 16:00:00,6,32.86,0.401
2022-10-30 17:00:00,4,35.8,0.29
2022-10-30 18:00:00,7,34.04,0.29
2022-10-30 19:00:00,4,35.6,0.439
2022-10-30 20:00:00,7,34.65,0.322
2022-10-30 21:00:00,7,30.77,0.323
2022-10-30 22:00:00,6,37.49,0.314
2022-10-30 23:00:00,8,39.03,0.366
2022-10-31 00:00:00,6,34.55,0.278
2022-10-31 01:00:00,10,33.11,0.36
2022-10-31 02:00:00,9,37.93,0.278
2022-10-31 03:00:00,9,38.7,0.278
2022-10-31 04:00:00,11,34.59,0.28
2022-10-31 05:00:00,9,34.5,0.282
2022-10-31 06:00:00,8,34.79,0.384
2022-10-31 07:00:00,7,31.6,0.385
2022-10-31 08:00:00,10,34.37,0.34
2022-10-31 09:00:00,7,38.39,0.317
2022-10-31 10:00:00,11,34.63,0.418
2022-10-31 11:00:00,5,32.89,0.383
2022-10-31 12:00:00,10,35.97,0.29
2022-10-31 13:00:00,7,33.65,0.366
2022-10-31 14:00:00,6,34.85,0.364
2022-10-31 15:00:00,5,32.45,0.385
2022-10-31 16:00:00,7,32.92,0.486
2022-10-31 17:00:00,6,36.47,0.308
2022-10-31 18:00:00,8,35.23,0.377
2022-10-31 19:00:00,6,33.44,0.424
2022-10-31 20:00:00,7,35.24,0.435
2022-10-31 21:00:00,6,33.78,0.358
2022-10-31 22:00:00,7,33.43,0.284
2022-10-31 23:00:00,8,37.33,0.26
2022-11-01 00:00:00,6,36.57,0.391
2022-11-01 01:00:00,7,34.96,0.367
2022-11-01 02:00:00,10,35.29,0.356
2022-11-01 03:00:00,10,34.98,0.364
2022-11-01 04:00:00,9,35.97,0.399
2022-11-01 05:00:00,10,33.39,0.377
2022-11-01 06:00:00,10,36.72,0.369
2022-11-01 07:00:00,9,35.69,0.32
2022-11-01 08:00:00,8,34.46,0.402
2022-11-01 09:00:00,9,34.01,0.321
2022-11-01 10:00:00,6,36.66,0.398
2022-11-01 11:00:00,8,34.67,0.33
2022-11-01 12:00:00,4,33.57,0.38
2022-11-01 13:00:00,8,34.19,0.438
2022-11-01 14:00:00,6,36.5,0.383
2022-11-01 15:00:00,6,31.73,0.421
2022-11-01 16:00:00,6,34.23,0.332
2022-11-01 17:00:00,7,37.08,0.355
2022-11-01 18:00:00,6,34.59,0.333
2022-11-01 19:00:00,2,35.47,0.268
2022-11-01 20:00:00,3,37.09,0.404
2022-11-01 21:00:00,5,36.69,0.379
2022-11-01 22:00:00,6,34.02,0.376
2022-11-01 23:00:00,7,34.63,0.412
2022-11-02 00:00:00,6,36.69,0.294
2022-11-02 01:00:00,7,36.75,0.282
2022-11-02 02:00:00,6,34.69,0.413
2022-11-02 03:00:00,7,34.74,0.348
2022-11-02 04:00:00,6,35.38,0.362
2022-11-02 05:00:00,6,37.56,0.278
2022-11-02 06:00:00,5,36.95,0.425
2022-11-02 07:00:00,6,36.19,0.385
2022-11-02 08:00:00,8,32.64,0.323
2022-11-02 09:00:00,5,34.23,0.456
2022-11-02 10:00:00,10,34.32,0.283
2022-11-02 11:00:00,6,37.59,0.335
2022-11-02 12:00:00,5,34.26,0.401
2022-11-02 13:00:00,2,37.23,0.409
2022-11-02 14:00:00,4,33.57,0.277
2022-11-02 15:00:00,2,33.72,0.338
2022-11-02 16:00:00,3,35.65,0.389
2022-11-02 17:00:00,6,37.8,0.426
2022-11-02 18:00:00,2,34.23,0.421
2022-11-02 19:00:00,4,29.51,0.387
2022-11-02 20:00:00,2,31.49,0.357
2022-11-02 21:00:00,3,35.2,0.343
2022-11-02 22:00:00,6,31.64,0.377
2022-11-02 23:00:00,3,32.84,0.424
2022-11-03 00:00:00,7,34.57,0.342
2022-11-03 01:00:00,6,29.63,0.339
2022-11-03 02:00:00,4,33.75,0.41
2022-11-03 03:00:00,6,32.16,0.406
2022-11-03 04:00:00,7,31.48,0.328
2022-11-03 05:00:00,6,32.85,0.287
2022-11-03 06:00:00,3,32.3,0.267
2022-11-03 07:00:00,4,35.35,0.359
2022-11-03 08:00:00,4,36.79,0.298
2022-11-03 09:00:00,4,33.64,0.398
2022-11-03 10:00:00,4,33.16,0.267
2022-11-03 11:00:00,3,33.5,0.434
2022-11-03 12:00:00,0,32.09,0.336
2022-11-03 13:00:00,2,31.71,0.313
2022-11-03 14:00:00,2,30.97,0.326
2022-11-03 15:00:00,2,31.58,0.31
2022-11-03 16:00:00,2,37.48,0.429
2022-11-03 17:00:00,2,32.81,0.387
2022-11-03 18:00:00,1,28.29,0.358
2022-11-03 19:00:00,0,32.97,0.293
2022-11-03 20:00:00,0,30.94,0.351
2022-11-03 21:00:00,2,34.21,0.315
2022-11-03 22:00:00,2,33.97,0.222
2022-11-03 23:00:00,2,34.16,0.319
2022-11-04 00:00:00,1,33.94,0.384
2022-11-04 01:00:00,1,33.25,0.333
2022-11-04 02:00:00,5,31.05,0.347
2022-11-04 03:00:00,4,33.79,0.406
2022-11-04 04:00:00,5,35.95,0.397
2022-11-04 05:00:00,4,37.51,0.452
2022-11-04 06:00:00,4,33.38,0.245
2022-11-04 07:00:00,5,33.57,0.312
2022-11-04 08:00:00,3,34.8,0.4
2022-11-04 09:00:00,3,36.76,0.376
2022-11-04 10:00:00,2,32.77,0.359
2022-11-04 11:00:00,1,35.1,0.324
2022-11-04 12:00:00,1,32.04,0.366
2022-11-04 13:00:00,1,34.32,0.363
2022-11-04 14:00:00,0,35.57,0.262
2022-11-04 15:00:00,2,31.01,0.365
2022-11-04 16:00:00,0,32.52,0.329
2022-11-04 17:00:00,0,35.45,0.397
2022-11-04 18:00:00,0,34.74,0.372
2022-11-04 19:00:00,3,35.55,0.453
2022-11-04 20:00:00,1,35.14,0.355
2022-11-04 21:00:00,3,32.73,0.301
2022-11-04 22:00:00,0,37.78,0.231
2022-11-04 23:00:00,3,33.62,0.308
2022-11-05 00:00:00,5,27.2,0.374
2022-11-05 01:00:00,4,32.72,0.387
2022-11-05 02:00:00,6,32.31,0.325
2022-11-05 03:00:00,4,34.8,0.334
2022-11-05 04:00:00,7,32.28,0.359
2022-11-05 05:00:00,9,35.34,0.375
2022-11-05 06:00:00,5,34.23,0.407
2022-11-05 07:00:00,4,31.08,0.326
2022-11-05 08:00:00,7,32.76,0.319
2022-11-05 09:00:00,7,31.46,0.457
2022-11-05 10:00:00,3,33.34,0.445
2022-11-05 11:00:00,3,31.38,0.329
2022-11-05 12:00:00,3,33.05,0.413
2022-11-05 13:00:00,1,32.32,0.466
2022-11-05 14:00:00,1,32.53,0.422
2022-11-05 15:00:00,1,36.9,0.318
2022-11-05 16:00:00,1,32.04,0.361
2022-11-05 17:00:00,2,28.85,0.269
2022-11-05 18:00:00,3,34.72,0.308
2022-11-05 19:00:00,5,34.67,0.356
2022-11-05 20:00:00,2,28.65,0.367
2022-11-05 21:00:00,5,31.17,0.322
2022-11-05 22:00:00,4,33.41,0.219
2022-11-05 23:00:00,5,33.55,0.366
2022-11-06 00:00:00,7,32.45,0.393
2022-11-06 01:00:00,5,32.46,0.395
2022-11-06 02:00:00,7,30.51,0.347
2022-11-06 03:00:00,7,27.55,0.35
2022-11-06 04:00:00,8,36.41,0.369
2022-11-06 05:00:00,8,30.33,0.377
2022-11-06 06:00:00,11,32.58,0.352
2022-11-06 07:00:00,7,31.87,0.241
2022-11-06 08:00:00,7,33.95,0.427
2022-11-06 09:00:00,6,32.34,0.334
2022-11-06 10:00:00,6,32.38,0.296
2022-11-06 11:00:00,5,26.77,0.338
2022-11-06 12:00:00,8,30.33,0.363
2022-11-06 13:00:00,8,33.44,0.327
2022-11-06 14:00:00,4,33.22,0.331
2022-11-06 15:00:00,4,29.97,0.341
2022-11-06 16:00:00,6,28.68,0.376
2022-11-06 17:00:00,4,32.04,0.318
2022-11-06 18:00:00,6,25.94,0.375
2022-11-06 19:00:00,6,29.41,0.289
2022-11-06 20:00:00,3,35.19,0.458
2022-11-06 21:00:00,9,34.52,0.412
2022-11-06 22:00:00,9,32.56,0.344
2022-11-06 23:00:00,6,32.16,0.375
2022-11-07 00:00:00,7,27.6,0.3
2022-11-07 01:00:00,9,29.98,0.386
2022-11-07 02:00:00,9,30.83,0.401
2022-11-07 03:00:00,10,29.94,0.372
2022-11-07 04:00:00,13,30.64,0.403
2022-11-07 05:00:00,9,33.89,0.358
2022-11-07 06:00:00,8,30.17,0.353
2022-11-07 07:00:00,7,30.53,0.326
2022-11-07 08:00:00,8,32.65,0.386
2022-11-07 09:00:00,9,28.29,0.317
2022-11-07 10:00:00,11,29.4,0.379
2022-11-07 11:00:00,7,29.56,0.374
2022-11-07 12:00:00,8,31.11,0.426
2022-11-07 13:00:00,7,30.26,0.388
2022-11-07 14:00:00,8,30.28,0.271
2022-11-07 15:00:00,10,29.54,0.326
2022-11-07 16:00:00,5,28.68,0.325
2022-11-07 17:00:00,5,32.0,0.323
2022-11-07 18:00:00,8,30.06,0.408
2022-11-07 19:00:00,7,31.93,0.249
2022-11-07 20:00:00,9,28.43,0.431
2022-11-07 21:00:00,8,29.28,0.409
2022-11-07 22:00:00,7,30.12,0.369
2022-11-07 23:00:00,9,30.27,0.377
2022-11-08 00:00:00,10,31.99,0.363
2022-11-08 01:00:00,10,29.57,0.368
2022-11-08 02:00:00,10,31.89,0.416
2022-11-08 03:00:00,11,31.1,0.349
2022-11-08 04:00:00,11,30.09,0.39
2022-11-08 05:00:00,12,28.36,0.316
2022-11-08 06:00:00,11,31.73,0.387
2022-11-08 07:00:00,9,28.32,0.346
2022-11-08 08:00:00,9,30.09,0.381
2022-11-08 09:00:00,10,29.98,0.317
2022-11-08 10:00:00,7,29.63,0.383
2022-11-08 11:00:00,8,29.22,0.358
2022-11-08 12:00:00,6,28.31,0.438
2022-11-08 13:00:00,6,26.68,0.373
2022-11-08 14:00:00,8,32.68,0.385
2022-11-08 15:00:00,6,28.84,0.338
2022-11-08 16:00:00,5,29.53,0.376
2022-11-08 17:00:00,3,29.47,0.384
2022-11-08 18:00:00,6,31.89,0.343
2022-11-08 19:00:00,6,33.52,0.339
2022-11-08 20:00:00,8,29.93,0.32
2022-11-08 21:00:00,5,29.25,0.357
2022-11-08 22:00:00,6,27.27,0.328
2022-11-08 23:00:00,7,26.59,0.375
2022-11-09 00:00:00,9,25.89,0.321
2022-11-09 01:00:00,7,27.8,0.355
2022-11-09 02:00:00,8,25.17,0.314
2022-11-09 03:00:00,9,31.46,0.418
2022-11-09 04:00:00,8,30.11,0.362
2022-11-09 05:00:00,7,28.71,0.362
2022-11-09 06:00:00,8,31.39,0.391
2022-11-09 07:00:00,9,26.99,0.45
2022-11-09 08:00:00,5,27.45,0.365
2022-11-09 09:00:00,6,25.18,0.287
2022-11-09 10:00:00,5,30.55,0.421
2022-11-09 11:00:00,7,27.34,0.294
2022-11-09 12:00:00,2,28.95,0.337
2022-11-09 13:00:00,3,30.88,0.421
2022-11-09 14:00:00,4,31.57,0.345
2022-11-09 15:00:00,5,28.73,0.333
2022-11-09 16:00:00,2,29.52,0.376
2022-11-09 17:00:00,2,26.9,0.362
2022-11-09 18:00:00,5,32.03,0.327
2022-11-09 19:00:00,0,28.29,0.406
2022-11-09 20:00:00,0,28.74,0.423
2022-11-09 21:00:00,4,27.72,0.431
2022-11-09 22:00:00,3,30.89,0.39
2022-11-09 23:00:00,2,28.85,0.327
2022-11-10 00:00:00,5,29.94,0.299
2022-11-10 01:00:00,5,29.08,0.246
2022-11-10 02:00:00,4,27.89,0.414
2022-11-10 03:00:00,3,30.15,0.372
2022-11-10 04:00:00,6,28.94,0.342
2022-11-10 05:00:00,6,26.29,0.266
2022-11-10 06:00:00,5,26.19,0.303
2022-11-10 07:00:00,7,28.42,0.274
2022-11-10 08:00:00,3,29.9,0.435
2022-11-10 09:00:00,2,31.33,0.395
2022-11-10 10:00:00,2,24.45,0.298
2022-11-10 11:00:00,3,28.02,0.445
2022-11-10 12:00:00,2,28.91,0.327
2022-11-10 13:00:00,1,28.48,0.38
2022-11-10 14:00:00,2,29.87,0.381
2022-11-10 15:00:00,0,29.12,0.358
2022-11-10 16:00:00,3,25.8,0.348
2022-11-10 17:00:00,0,25.7,0.365
2022-11-10 18:00:00,2,28.32,0.349
2022-11-10 19:00:00,1,29.63,0.376
2022-11-10 20:00:00,1,27.9,0.378
2022-11-10 21:00:00,2,24.42,0.337
2022-11-10 22:00:00,2,25.44,0.419
2022-11-10 23:00:00,3,28.88,0.322
2022-11-11 00:00:00,5,26.77,0.383
2022-11-11 01:00:00,3,27.66,0.347
2022-11-11 02:00:00,4,29.52,0.32
2022-11-11 03:00:00,4,24.95,0.35
2022-11-11 04:00:00,6,26.49,0.331
2022-11-11 05:00:00,3,26.23,0.397
2022-11-11 06:00:00,7,27.95,0.359
2022-11-11 07:00:00,4,28.75,0.432
2022-11-11 08:00:00,1,24.21,0.316
2022-11-11 09:00:00,3,27.12,0.254
2022-11-11 10:00:00,2,28.84,0.384
2022-11-11 11:00:00,3,23.35,0.45
2022-11-11 12:00:00,1,26.9,0.389
2022-11-11 13:00:00,0,24.56,0.317
2022-11-11 14:00:00,0,25.67,0.313
2022-11-11 15:00:00,0,21.91,0.466
2022-11-11 16:00:00,0,29.67,0.346
2022-11-11 17:00:00,0,26.14,0.314
2022-11-11 18:00:00,2,25.21,0.424
2022-11-11 19:00:00,2,27.44,0.357
2022-11-11 20:00:00,2,24.67,0.263
2022-11-11 21:00:00,0,24.45,0.469
2022-11-11 22:00:00,2,29.71,0.394
2022-11-11 23:00:00,3,30.27,0.289
2022-11-12 00:00:00,2,25.44,0.435
2022-11-12 01:00:00,6,28.72,0.313
2022-11-12 02:00:00,6,27.27,0.31
2022-11-12 03:00:00,4,23.7,0.32
2022-11-12 04:00:00,5,24.64,0.462
2022-11-12 05:00:00,5,29.57,0.467
2022-11-12 06:00:00,2,23.58,0.338
2022-11-12 07:00:00,5,30.97,0.451
2022-11-12 08:00:00,4,25.23,0.251
2022-11-12 09:00:00,3,29.5,0.411
2022-11-12 10:00:00,4,25.7,0.434
2022-11-12 11:00:00,6,27.88,0.441
2022-11-12 12:00:00,4,29.05,0.369
2022-11-12 13:00:00,2,29.01,0.394
2022-11-12 14:00:00,3,25.03,0.33
2022-11-12 15:00:00,4,24.46,0.367
2022-11-12 16:00:00,4,25.98,0.358
2022-11-12 17:00:00,2,23.51,0.355
2022-11-12 18:00:00,2,26.57,0.423
2022-11-12 19:00:00,4,24.42,0.377
2022-11-12 20:00:00,4,28.2,0.451
2022-11-12 21:00:00,5,24.87,0.378
2022-11-12 22:00:00,5,22.5,0.476
2022-11-12 23:00:00,7,28.76,0.428
2022-11-13 00:00:00,5,26.3,0.362
2022-11-13 01:00:00,8,25.96,0.375
2022-11-13 02:00:00,7,28.07,0.324
2022-11-13 03:00:00,10,27.6,0.374
2022-11-13 04:00:00,6,24.31,0.317
2022-11-13 05:00:00,10,24.91,0.433
2022-11-13 06:00:00,8,23.56,0.349
2022-11-13 07:00:00,7,22.83,0.384
2022-11-13 08:00:00,7,26.89,0.253
2022-11-13 09:00:00,7,26.5,0.353
2022-11-13 10:00:00,7,27.21,0.348
2022-11-13 11:00:00,7,28.23,0.413
2022-11-13 12:00:00,5,27.2,0.393
2022-11-13 13:00:00,5,27.35,0.418
2022-11-13 14:00:00,8,21.45,0.389
2022-11-13 15:00:00,8,24.97,0.429
2022-11-13 16:00:00,6,27.49,0.388
2022-11-13 17:00:00,5,23.21,0.298
2022-11-13 18:00:00,5,25.71,0.363
2022-11-13 19:00:00,6,26.54,0.365
2022-11-13 20:00:00,4,26.37,0.204
2022-11-13 21:00:00,6,26.21,0.317
2022-11-13 22:00:00,4,26.65,0.469
2022-11-13 23:00:00,8,25.79,0.354
2022-11-14 00:00:00,9,22.49,0.362
2022-11-14 01:00:00,8,26.41,0.259
2022-11-14 02:00:00,11,25.95,0.3
2022-11-14 03:00:00,7,22.46,0.392
2022-11-14 04:00:00,7,28.11,0.344
2022-11-14 05:00:00,10,26.4,0.312
2022-11-14 06:00:00,11,22.56,0.433
2022-11-14 07:00:00,12,23.67,0.333
2022-11-14 08:00:00,9,24.16,0.303
2022-11-14 09:00:00,10,24.14,0.37
2022-11-14 10:00:00,8,25.84,0.327
2022-11-14 11:00:00,8,23.29,0.327
2022-11-14 12:00:00,9,27.49,0.365
2022-11-14 13:00:00,8,27.31,0.336
2022-11-14 14:00:00,4,26.44,0.285
2022-11-14 15:00:00,8,25.28,0.396
2022-11-14 16:00:00,8,27.06,0.412
2022-11-14 17:00:00,5,24.62,0.356
2022-11-14 18:00:00,7,23.71,0.399
2022-11-14 19:00:00,7,27.53,0.35
2022-11-14 20:00:00,7,25.77,0.273
2022-11-14 21:00:00,6,23.76,0.413
2022-11-14 22:00:00,6,24.28,0.364
2022-11-14 23:00:00,8,23.64,0.376
2022-11-15 00:00:00,10,29.14,0.363
2022-11-15 01:00:00,10,25.1,0.36
2022-11-15 02:00:00,9,25.4,0.376
2022-11-15 03:00:00,11,26.52,0.377
2022-11-15 04:00:00,5,22.64,0.432
2022-11-15 05:00:00,11,27.25,0.391
2022-11-15 06:00:00,7,23.84,0.428
2022-11-15 07:00:00,9,28.71,0.444
2022-11-15 08:00:00,7,24.42,0.289
2022-11-15 09:00:00,7,27.11,0.433
2022-11-15 10:00:00,10,20.04,0.402
2022-11-15 11:00:00,7,22.68,0.394
2022-11-15 12:00:00,7,24.44,0.419
2022-11-15 13:00:00,6,20.96,0.356
2022-11-15 14:00:00,6,26.22,0.4
2022-11-15 15:00:00,5,25.64,0.317
2022-11-15 16:00:00,3,23.03,0.299
2022-11-15 17:00:00,6,24.97,0.396
2022-11-15 18:00:00,4,26.62,0.366
2022-11-15 19:00:00,3,20.8,0.37
2022-11-15 20:00:00,5,22.45,0.33
2022-11-15 21:00:00,8,24.33,0.389
2022-11-15 22:00:00,7,25.05,0.349
2022-11-15 23:00:00,6,24.88,0.368
2022-11-16 00:00:00,6,26.78,0.346
2022-11-16 01:00:00,7,25.96,0.33
2022-11-16 02:00:00,11,26.39,0.36
2022-11-16 03:00:00,8,22.22,0.429
2022-11-16 04:00:00,8,25.29,0.347
2022-11-16 05:00:00,9,24.39,0.364
2022-11-16 06:00:00,8,27.93,0.357
2022-11-16 07:00:00,7,25.36,0.338
2022-11-16 08:00:00,6,23.68,0.432
2022-11-16 09:00:00,6,26.72,0.302
2022-11-16 10:00:00,6,26.15,0.366
2022-11-16 11:00:00,6,23.38,0.328
2022-11-16 12:00:00,4,24.34,0.399
2022-11-16 13:00:00,5,24.37,0.377
2022-11-16 14:00:00,3,27.5,0.43
2022-11-16 15:00:00,3,25.46,0.407
2022-11-16 16:00:00,0,26.51,0.375
2022-11-16 17:00:00,4,24.08,0.408
2022-11-16 18:00:00,3,25.74,0.413
2022-11-16 19:00:00,4,27.68,0.325
2022-11-16 20:00:00,0,24.36,0.41
2022-11-16 21:00:00,6,25.32,0.386
2022-11-16 22:00:00,3,22.37,0.396
2022-11-16 23:00:00,5,23.58,0.351
2022-11-17 00:00:00,3,24.45,0.328
2022-11-17 01:00:00,5,23.01,0.32
2022-11-17 02:00:00,3,27.78,0.201
2022-11-17 03:00:00,4,23.47,0.336
2022-11-17 04:00:00,8,26.73,0.493
2022-11-17 05:00:00,5,25.54,0.413
2022-11-17 06:00:00,5,25.24,0.387
2022-11-17 07:00:00,6,28.17,0.42
2022-11-17 08:00:00,5,20.68,0.359
2022-11-17 09:00:00,4,24.83,0.352
2022-11-17 10:00:00,4,23.07,0.357
2022-11-17 11:00:00,6,21.32,0.335
2022-11-17 12:00:00,2,22.87,0.339
2022-11-17 13:00:00,2,25.31,0.371
2022-11-17 14:00:00,3,23.84,0.375
2022-11-17 15:00:00,2,27.09,0.438
2022-11-17 16:00:00,2,24.89,0.423
2022-11-17 17:00:00,1,24.68,0.298
2022-11-17 18:00:00,0,24.71,0.357
2022-11-17 19:00:00,3,25.17,0.317
2022-11-17 20:00:00,0,24.54,0.242
2022-11-17 21:00:00,2,23.69,0.377
2022-11-17 22:00:00,0,27.39,0.401
2022-11-17 23:00:00,2,24.18,0.376
2022-11-18 00:00:00,3,24.68,0.394
2022-11-18 01:00:00,4,26.33,0.356
2022-11-18 02:00:00,4,26.12,0.321
2022-11-18 03:00:00,6,23.72,0.354
2022-11-18 04:00:00,5,27.04,0.441
2022-11-18 05:00:00,4,26.62,0.391
2022-11-18 06:00:00,5,25.92,0.297
2022-11-18 07:00:00,6,24.72,0.379
2022-11-18 08:00:00,2,24.79,0.436
2022-11-18 09:00:00,4,25.22,0.411
2022-11-18 10:00:00,4,23.18,0.437
2022-11-18 11:00:00,2,25.59,0.299
2022-11-18 12:00:00,4,27.48,0.379
2022-11-18 13:00:00,1,27.47,0.356
2022-11-18 14:00:00,1,24.98,0.403
2022-11-18 15:00:00,0,27.89,0.331
2022-11-18 16:00:00,0,29.59,0.33
2022-11-18 17:00:00,0,25.17,0.373
2022-11-18 18:00:00,0,27.21,0.327
2022-11-18 19:00:00,3,21.33,0.386
2022-11-18 20:00:00,0,23.36,0.271
2022-11-18 21:00:00,0,26.09,0.432
2022-11-18 22:00:00,0,23.92,0.234
2022-11-18 23:00:00,2,30.03,0.419
2022-11-19 00:00:00,1,27.18,0.345
2022-11-19 01:00:00,6,27.94,0.301
2022-11-19 02:00:00,6,25.98,0.382
2022-11-19 03:00:00,4,24.05,0.418
2022-11-19 04:00:00,8,25.05,0.432
2022-11-19 05:00:00,7,26.62,0.43
2022-11-19 06:00:00,5,24.87,0.331
2022-11-19 07:00:00,1,27.51,0.384
2022-11-19 08:00:00,8,27.62,0.285
2022-11-19 09:00:00,2,26.24,0.378
2022-11-19 10:00:00,2,22.6,0.391
2022-11-19 11:00:00,5,29.71,0.355
2022-11-19 12:00:00,7,25.89,0.282
2022-11-19 13:00:00,5,31.76,0.345
2022-11-19 14:00:00,3,27.68,0.47
2022-11-19 15:00:00,3,25.98,0.394
2022-11-19 16:00:00,4,27.33,0.35
2022-11-19 17:00:00,3,22.43,0.366
2022-11-19 18:00:00,3,28.55,0.394
2022-11-19 19:00:00,3,31.66,0.297
2022-11-19 20:00:00,3,22.38,0.3
2022-11-19 21:00:00,3,26.02,0.338
2022-11-19 22:00:00,4,26.41,0.349
2022-11-19 23:00:00,2,28.4,0.464
2022-11-20 00:00:00,5,30.9,0.378
2022-11-20 01:00:00,5,27.49,0.349
2022-11-20 02:00:00,5,31.04,0.378
2022-11-20 03:00:00,7,27.13,0.274
2022-11-20 04:00:00,10,27.72,0.33
2022-11-20 05:00:00,9,27.51,0.338
2022-11-20 06:00:00,5,29.33,0.324
2022-11-20 07:00:00,6,26.08,0.437
2022-11-20 08:00:00,9,28.59,0.408
2022-11-20 09:00:00,6,24.53,0.315
2022-11-20 10:00:00,6,26.46,0.312
2022-11-20 11:00:00,7,25.79,0.312
2022-11-20 12:00:00,4,27.27,0.366
2022-11-20 13:00:00,6,26.5,0.385
2022-11-20 14:00:00,3,29.43,0.396
2022-11-20 15:00:00,4,25.45,0.325
2022-11-20 16:00:00,5,23.78,0.367
2022-11-20 17:00:00,2,24.56,0.373
2022-11-20 18:00:00,6,29.3,0.435
2022-11-20 19:00:00,5,25.41,0.414
2022-11-20 20:00:00,7,28.18,0.304
2022-11-20 21:00:00,7,26.84,0.282
2022-11-20 22:00:00,9,29.11,0.37
2022-11-20 23:00:00,8,27.04,0.344
2022-11-21 00:00:00,7,33.07,0.328
2022-11-21 01:00:00,9,31.37,0.338
2022-11-21 02:00:00,10,26.98,0.405
2022-11-21 03:00:00,9,26.75,0.301
2022-11-21 04:00:00,10,33.96,0.468
2022-11-21 05:00:00,9,25.57,0.34
2022-11-21 06:00:00,9,27.66,0.408
2022-11-21 07:00:00,7,27.85,0.343
2022-11-21 08:00:00,12,27.84,0.3
2022-11-21 09:00:00,7,24.41,0.369
2022-11-21 10:00:00,7,28.92,0.314
2022-11-21 11:00:00,7,26.03,0.384
2022-11-21 12:00:00,9,30.88,0.375
2022-11-21 13:00:00,7,25.13,0.342
